run,variant,seed,L,held_out,n,ode_steps,varlogw_N,varlogw_N_err,ess,kl_per_site,delta,U,dU,chi,dchi,U_raw,chi_raw,sec_per_eff_sample,U_hmc,dU_hmc,chi_hmc,dchi_hmc,hmc_sec_per_indep,tau_M2
local_s0,local,0,8,False,2048,16,0.021317558904974485,0.0011525878993364303,0.31972295343782753,-0.4155832904035738,-0.022799478843808174,0.5860243176308231,0.004268953478826617,11.690548191484979,0.23035265374552014,0.3124965284978768,6.0019693865267305,0.015758280184631983,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
local_s0,local,0,16,False,1024,16,0.023736254975069482,0.004000514202262984,0.15850318342419997,-0.41332246908626247,-0.022799478843808174,0.5979587755869809,0.006908350519178885,39.28566272889288,1.0246539960730863,0.27055995410093614,22.6276787626562,0.12985872886280328,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
local_s0,local,0,32,False,512,16,0.09756160790615712,0.027736085822270277,0.0635155922902157,-0.41070009933510476,-0.022799478843808174,0.465053221050549,0.06392144030080868,86.98926681099738,14.768506862671613,0.2028147374493069,83.32030625011271,1.3657356315459768,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
local_s0,local,0,48,True,256,32,0.19658227828635585,0.06275812404347826,0.016326429544362076,-0.4103158078339264,-0.022799478843808174,0.22444604632071252,0.24242950552869813,66.49990602370367,24.86678758078268,0.1731351911598762,154.08691220063915,26.310885778694487,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
local_s0,local,0,64,True,128,32,0.7680160835092033,0.3787498880255197,0.04377209850316676,-0.4072928582406204,-0.022799478843808174,-0.2832364130404128,0.4557852456122324,68.17289529598389,43.225130230382945,0.2195961957703687,329.9974755909717,22.823527313896875,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
local_s0,local,0,128,True,64,32,2.7660044468021234,0.9806022952274197,0.015625000398661132,-0.40349613071652635,-0.022799478843808174,0.6666666629908276,0.0001062518181283263,430.1099593041078,379.89591752491674,0.1785531012656052,1247.7451676685305,277.7328148552139,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
nodelta_s0,nodelta,0,8,False,2048,32,0.030224693108148248,0.004910650778196187,0.026267205232240295,-0.40847196197780067,0.0,0.580702032979675,0.010368387755522384,11.998423200954546,0.981750428677406,0.2668338232277577,5.2079442575091335,1.4756044449820822,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
nodelta_s0,nodelta,0,16,False,1024,32,0.025966736903191335,0.002846163481418797,0.04197404913234756,-0.4091481702423024,0.0,0.6041754352419837,0.009572790700814637,36.789162527210806,1.5997196046176345,0.2554992028066866,20.340734942140507,4.960357633815319,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
nodelta_s0,nodelta,0,32,False,512,64,0.17942333536758204,0.03584149437688709,0.011529230036715037,-0.40040175185435667,0.0,0.6097338606932103,0.02988882969760601,157.00483023235475,24.093404526082388,0.22338946232428258,78.17005152473294,176.54564998705308,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
nodelta_s0,nodelta,0,48,True,256,64,0.7771067238571133,0.1707281134542055,0.003906326736726283,-0.38766001149965834,0.0,0.6666220909445999,0.17839081074416696,49.15032754143449,80.53950343275359,0.2153051245818327,150.12823310190467,1264.714391067225,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
nodelta_s0,nodelta,0,64,True,128,64,3.305490772473789,1.3150968568364931,0.020578207043819637,-0.3633783033475296,0.0,-0.15492696520668714,0.8087496095762419,43.83874403050635,35.8287613807005,0.26721535152992015,325.04017951212586,468.96960644115126,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
nodelta_s0,nodelta,0,128,True,64,64,45.95364263421942,15.613401662726208,0.015625,-0.2850387048834877,0.0,0.6666666666666667,0.002761203468708984,42.89006568296373,2003.663530832058,0.23651915939035595,1257.3506993680082,2950.5602519512177,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
scale_s0,scale,0,8,False,2048,32,0.02329718117668436,0.0026855130542869443,0.07040815923843283,-0.4135782656147682,0.2391863763332367,0.584807020627558,0.00638191295139544,12.025623228516695,0.6307468209387406,0.3348078198320148,6.025850056955461,0.5583126227595947,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
scale_s0,scale,0,16,False,1024,32,0.0255313864979412,0.002819218123230436,0.05580429424475301,-0.41138686445170003,0.2391863763332367,0.6091843183666061,0.012218333664008126,38.86023756943366,1.5796305047905725,0.32572654831991277,23.630390245332514,3.737090887514047,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
scale_s0,scale,0,32,False,512,32,0.14170338465791085,0.030940616814905435,0.011363085821458176,-0.4048748356819625,0.2391863763332367,0.6258715531879537,0.0203467177301617,156.10062857702795,18.075788524161727,0.29740687167267144,91.85428894138445,90.4658146704758,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
scale_s0,scale,0,48,True,256,64,0.4226971063140512,0.11657872919591697,0.00410247118269665,-0.40157183157923687,0.2391863763332367,0.6567298924564722,0.024918360124932187,163.75331988267234,141.9754048519317,0.30069477125283706,181.74151230348943,1224.03874303832,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
scale_s0,scale,0,64,True,128,64,1.747187737857749,0.8464461087334596,0.013402439259823708,-0.3931589854706633,0.2391863763332367,0.6654808915186188,0.0015176239764962292,445.99787901451003,42.87881674315228,0.3426453713651484,388.515012966664,726.2677405008117,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
scale_s0,scale,0,128,True,64,64,9.394781482568636,3.1238073998547646,0.01562500000002231,-0.37858036790644267,0.2391863763332367,0.6666666666664128,1.1587315511113473e-05,602.3505769623437,591.0957505470838,0.30900894318314787,1510.6664038519775,3025.8767409281445,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
scale_s1,scale,1,8,False,2048,32,0.029021176666199987,0.003166945418669751,0.015210543647561298,-0.409683499315741,0.22979474067687988,0.5877785643336825,0.012358012295980495,12.404739219684942,1.4341349314783796,0.27242080497672716,5.329038229591125,2.4748206133303685,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
scale_s1,scale,1,16,False,1024,32,0.019411093142762237,0.0017255117591561998,0.0963455877734333,-0.4112161284034339,0.22979474067687988,0.5942263348412511,0.010727949288393495,38.41086861235718,1.721126622803213,0.2603471482469868,19.614607064835234,2.1606720426543675,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
scale_s1,scale,1,32,False,512,32,0.09736199644813927,0.022408565309789113,0.0035563325230447774,-0.40562477239731676,0.22979474067687988,0.6521727583672139,0.02149788477389742,181.20121095615698,46.3648174792771,0.23130310280689825,75.64885206646244,286.69247351386144,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
scale_s1,scale,1,48,True,256,64,0.3299086708497443,0.08729483786300583,0.003908358838108752,-0.4017036786254569,0.22979474067687988,0.666613727245161,0.12157284834402914,292.26195310845753,208.53398697698807,0.22580375651438112,146.76858276482474,1272.8485732768543,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
scale_s1,scale,1,64,True,128,64,1.5658694807558247,0.7778720941707687,0.007832458086549157,-0.3935583542262569,0.22979474067687988,0.6666571302471807,0.0009771426085348992,359.7080142339514,48.45956507762821,0.2784644215105475,320.30228660301043,1230.4870323306793,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
scale_s1,scale,1,128,True,64,64,9.315009806549648,2.9081773265574475,0.015625,-0.3780670713108651,0.22979474067687988,0.6666666666666666,0.016235907877690033,437.47987030597466,409.1655052877228,0.25133414708743507,1257.4554066296664,3035.09934258461,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
scale_s2,scale,2,8,False,2048,16,0.03016259474767032,0.002099384485714818,0.1704693729491589,-0.4107780835466864,0.23485808074474335,0.5869170417825704,0.005600882173586556,11.74015346835829,0.30613377295591265,0.24191423582684501,5.23500270563207,0.0781823933990331,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
scale_s2,scale,2,16,False,1024,32,0.026275634204162557,0.0018828355010005388,0.04879618444779091,-0.4088995420994403,0.23485808074474335,0.606837899742834,0.005639742118387672,39.63425509691688,2.260577044475816,0.2431753764367799,19.326789320689343,3.5043622261096954,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
scale_s2,scale,2,32,False,512,32,0.12836997665715794,0.02729744562687202,0.0020205163852676103,-0.40209166250268047,0.23485808074474335,0.6659594512478663,0.014510314663926322,203.91171935879555,60.53386132354125,0.2280463013489472,76.672006851732,473.7626069494539,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
scale_s2,scale,2,48,True,256,32,0.4524465716000934,0.11234298997830688,0.005338527969719173,-0.3963902584515477,0.23485808074474335,0.1698056851957611,0.6461258276140361,78.08802423500552,213.43279312884485,0.22518725676800821,150.9608470130297,438.85081410509946,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
scale_s2,scale,2,64,True,128,32,2.168900980242575,1.1279016015797665,0.014929356553866615,-0.38653781586640196,0.23485808074474335,0.6645038029307675,0.0023348678208204195,341.0339995847864,37.979478606173515,0.2817665798014747,331.41171142067134,338.58872331676554,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
scale_s2,scale,2,128,True,64,64,11.8024089741585,3.620444870582311,0.015625,-0.3675626189258767,0.23485808074474335,0.6666666666666667,0.02836463569067207,444.6314773854354,363.02242468633034,0.25510286009679706,1317.4507161082463,3032.7656755447388,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
single_s0,single,0,8,False,2048,16,0.01827803151528101,0.000500216417517764,0.39878126498812194,-0.4173019292934007,-0.037346046417951584,0.5860801315887216,0.00397043213617435,11.618784106404714,0.2271592933188768,0.38446893384685144,6.794464117768793,0.013056952836169517,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
single_s0,single,0,16,False,1024,16,0.01639070100699692,0.0016128487260512934,0.16034318607002024,-0.4133518338474005,-0.037346046417951584,0.595145307888476,0.006497859701164401,39.43283582196134,1.195201867275061,0.35409344546474153,25.175675859290358,0.12452070492084448,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
single_s0,single,0,32,False,512,32,0.05524922780150774,0.011314072699549742,0.010334926514694642,-0.41020143353117866,-0.037346046417951584,0.6301380927448814,0.04127307741755749,152.55496440616736,25.102994857123957,0.2902375981920331,88.93902958757546,16.843182195515816,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
single_s0,single,0,48,True,256,64,0.7430228887241761,0.08024890587372949,0.009512376191726957,-0.3732747520165351,-0.037346046417951584,0.30702302574994755,0.40797683437040916,31.168234624442206,13.392945660145209,0.24554915894613372,122.94209618757475,97.72450508332695,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
single_s0,single,0,64,True,128,64,7186669677.986839,1918083239.0996408,0.0078125,815.4606457817222,-0.037346046417951584,0.6666666666666666,0.3166666666666667,22.844089110146896,21.606249237908166,-0.012581904952546408,9.79033515356151,251.2639467716217,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
single_s0,single,0,128,True,64,256,6.294591702476382e+187,inf,0.015625,3.876082988717272e+91,-0.037346046417951584,0.6666666666666667,nan,9663676416.0,nan,-1.2285619024547727,1342419178094592.0,2084.0217995643616,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
untied_s0,untied,0,8,False,2048,16,0.023999103349273986,0.0030537230706678222,0.378348670099111,-0.416396753088227,-0.010813024826347828,0.5863890188366414,0.004318770684896909,11.840226640213785,0.2219499132646809,0.33429377213583167,7.0174045196596255,0.052540148033657044,0.587086332377271,0.0006856207534546299,11.890410662006058,0.028986972042720792,0.00012567762438525957,5.9109632060518225
untied_s0,untied,0,16,False,1024,32,0.011552768670366826,0.0008017148533487246,0.04919226063298358,-0.4131101681528899,-0.010813024826347828,0.5956428666889959,0.012098578399878426,39.63821369289136,2.945479376954814,0.23907894004045327,18.48903769549873,4.300503103450094,0.5990508918413848,0.0009259148681438237,39.190077579845884,0.13841235415376432,0.0014462063625603633,27.066929746975145
untied_s0,untied,0,32,False,512,32,0.01338167064404579,0.001689047526615478,0.025180553545160366,-0.41184137005440435,-0.010813024826347828,0.5792512800471726,0.026879142067452934,79.0916563922869,6.446496322204706,0.15549716882853648,52.83075899294164,40.50957554749852,0.6023294376098154,0.0017982630910966205,129.04169706126638,0.8519832357956673,0.015264793058843394,100.49883265715316
untied_s0,untied,0,48,True,256,32,28.31109044706517,4.408587786728342,0.003916389264340104,-0.2515304461638322,-0.010813024826347828,0.6666130676552573,5.674246158561122e-05,53.27959966174026,17.815239616908848,0.2145097602098589,140.77303250541118,640.4344453370544,0.6004772316326425,0.0019474600583587402,255.9726132247468,1.5688501400797206,0.09859076847766218,245.42262517554224
untied_s0,untied,0,64,True,128,32,21.559753630838244,2.9840510708737362,0.007812508281947296,-0.2578441948549692,-0.010813024826347828,0.6666665757673084,0.003568354536507987,658.4259100784215,448.26324394397,0.27717925243329133,314.7449523734828,622.1693350376404,0.6038181210578192,0.003447092574887482,425.024674503275,5.5458127395471095,0.31115420852272657,391.0350454214143
untied_s0,untied,0,128,True,64,32,1980.0254896969536,938.7067269508912,0.01562600329032321,0.23785476387805254,-0.010813024826347828,0.6666563735862729,1.3459949176290659e-05,2247.0361922357533,2093.5310936404385,0.2696915386986295,1329.3495457618362,1441.2264553955176,0.5685523927740852,0.006814649922939859,1197.3990832022992,29.202061492609538,5.375521050165421,899.7873421001543
